recipe_name,clean_recipe_name,meal_type,cuisine_type,dish_type,ingredients,main_ingredients,calories,protein,carbs,fat,servings,url,everyday_fit_score
Chicken and Sausage Jambalaya,Chicken And Sausage Jambalaya,"[""lunch/dinner""]","[""american""]","[""main course""]","[{'food': 'chicken', 'text': '1 lb. cubed raw chicken', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'sausage', 'text': '1 lb. smoked sausage', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'garlic', 'text': '4 cloves garlic', 'weight': 12, 'measure': 'clove', 'quantity': 4}, {'food': 'white onion', 'text': 'One white onion chopped', 'weight': 125, 'measure': '<unit>', 'quantity': 1}, {'food': 'green bell pepper', 'text': 'One green bell pepper chopped', 'weight': 116.2888888888889, 'measure': '<unit>', 'quantity': 1}, {'food': 'celery', 'text': '1-2 stalks of celery chopped', 'weight': 60, 'measure': 'stalk', 'quantity': 1.5}, {'food': 'cayenne pepper', 'text': '½ to 1 tsp cayenne pepper', 'weight': 1.35, 'measure': 'teaspoon', 'quantity': 0.75}, {'food': 'tomato paste', 'text': '2 Tbsp tomato paste', 'weight': 32, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'water', 'text': '3.5 cups water', 'weight': 828.05882775, 'measure': 'cup', 'quantity': 3.5}, {'food': 'diced tomatoes', 'text': '1 can (15 oz) diced tomatoes', 'weight': 425.242846875, 'measure': 'ounce', 'quantity': 15}, {'food': 'bay leaves', 'text': '2 whole bay leaves', 'weight': 1.2, 'measure': '<unit>', 'quantity': 2}, {'food': 'dried thyme', 'text': '½ tsp dried thyme', 'weight': 0.5, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'parsley', 'text': '½ bunch parsley', 'weight': 30, 'measure': 'bunch', 'quantity': 0.5}, {'food': 'salt', 'text': 'to taste salt and pepper', 'weight': 17.45295182108333, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'to taste salt and pepper', 'weight': 8.726475910541666, 'measure': None, 'quantity': 0}, {'food': 'long grain rice', 'text': '2 Cups long grain rice', 'weight': 370, 'measure': 'cup', 'quantity': 2}]","['chicken', 'sausage', 'garlic', 'white onion', 'green bell pepper', 'celery', 'cayenne pepper', 'tomato paste', 'tomatoes', 'long grain rice']",3868.02,190.99,353.32,186.02,8.0,http://livelaughandlovewithlana.blogspot.com/2013/10/chicken-and-sausage-jambalaya.html,100
Slow Cooker Potato Soup recipes,Slow Cooker Potato Soup Recipes,"[""lunch/dinner""]","[""american""]","[""soup""]","[{'food': 'Chicken Broth', 'text': '6 cup Chicken Broth', 'weight': 1440, 'measure': 'cup', 'quantity': 6}, {'food': 'Onion', 'text': '2 1/2 cup chopped Onion', 'weight': 400, 'measure': 'cup', 'quantity': 2.5}, {'food': 'Garlic', 'text': '2 tbsp minced Garlic', 'weight': 16.99999999971258, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'Potatoes', 'text': '7 cup peeled diced Potatoes (about 7 medium)', 'weight': 1050, 'measure': 'cup', 'quantity': 7}, {'food': 'Evaporated Milk', 'text': '1/4 cup Evaporated Milk', 'weight': 63, 'measure': 'cup', 'quantity': 0.25}, {'food': 'Cornstarch', 'text': '3 tbsp Cornstarch', 'weight': 23.99999999959423, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'Cheddar Cheese', 'text': '4 cup shredded Cheddar Cheese', 'weight': 452, 'measure': 'cup', 'quantity': 4}, {'food': 'Green Onions', 'text': '4 medium Green Onions, sliced', 'weight': 60, 'measure': '<unit>', 'quantity': 4}, {'food': 'Bacon', 'text': '6 strips cooked Bacon, chopped', 'weight': 174, 'measure': 'strip', 'quantity': 6}]","['chicken broth', 'onion', 'garlic', 'potatoes', 'evaporated milk', 'cornstarch', 'cheddar cheese', 'green onions', 'bacon']",4212.67,196.09,325.42,238.67,4.0,http://cincyshopper.com/slow-cooker-potato-soup/,100
Pear Snacking Cake With Chocolate and Rosemary,Pear Snacking Cake With Chocolate And Rosemary,"[""lunch/dinner""]","[""american""]","[""desserts""]","[{'food': 'extra-virgin olive oil', 'text': '⅓ cup extra-virgin olive oil, plus more for pan', 'weight': 72, 'measure': 'cup', 'quantity': 0.3333333333333333}, {'food': 'all-purpose flour', 'text': '1¼ cups (156 g) all-purpose flour, plus more for pan', 'weight': 156, 'measure': 'gram', 'quantity': 156}, {'food': 'baking powder', 'text': '1 tsp. baking powder', 'weight': 4.6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'kosher salt', 'text': '½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt', 'weight': 2.427083333456438, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'eggs', 'text': '2 large eggs', 'weight': 100, 'measure': '<unit>', 'quantity': 2}, {'food': 'granulated sugar', 'text': '⅔ cup (133 g) granulated sugar', 'weight': 133, 'measure': 'gram', 'quantity': 133}, {'food': 'plain whole-milk yogurt', 'text': '¼ cup plain whole-milk yogurt', 'weight': 61.25, 'measure': 'cup', 'quantity': 0.25}, {'food': 'vanilla extract', 'text': '½ tsp. vanilla extract', 'weight': 2.1, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'pears', 'text': '2 medium pears, peeled, cored, cut into ⅓"" pieces', 'weight': 356, 'measure': '<unit>', 'quantity': 2}, {'food': 'semisweet chocolate', 'text': '3 oz. semisweet chocolate, coarsely chopped', 'weight': 85.048569375, 'measure': 'ounce', 'quantity': 3}, {'food': 'rosemary', 'text': '1 Tbsp. finely chopped rosemary', 'weight': 1.7, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'raw sugar', 'text': '1 Tbsp. raw sugar', 'weight': 9.06249999984678, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'whipped cream', 'text': 'Sweetened whipped cream or crème fraîche (for serving; optional)', 'weight': 23, 'measure': 'serving', 'quantity': 1}]","['all purpose flour', 'baking powder', 'eggs', 'granulated sugar', 'plain milk yogurt', 'pears', 'semisweet chocolate', 'raw sugar', 'whipped cream']",2614.71,36.46,377.55,116.25,8.0,https://www.bonappetit.com/recipe/pear-snacking-cake-rosemary-chocolate,100
Acquacotta – A Traditional Tuscan Soup,Acquacotta A Traditional Tuscan Soup,"[""lunch/dinner""]","[""italian""]","[""soup""]","[{'food': 'extra virgin olive oil', 'text': '3 tablespoons extra virgin olive oil, plus extra for drizzling', 'weight': 40.5, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'onion', 'text': '1 medium onion, sliced', 'weight': 110, 'measure': '<unit>', 'quantity': 1}, {'food': 'asparagus', 'text': '12 stalks asparagus, woody ends removed and cut into 1 inch pieces', 'weight': 192, 'measure': 'stalk', 'quantity': 12}, {'food': 'garlic', 'text': '2 cloves garlic, one peeled and minced, one just peeled', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'herbs', 'text': '3 tablespoons aromatic herbs (mint, basil, celery leaves)', 'weight': 8.100000000000001, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'kale', 'text': '4 kale leaves, thick stem removed and chopped', 'weight': 80, 'measure': 'leaf', 'quantity': 4}, {'food': 'dried mushrooms', 'text': '½ cup dried mushrooms, rinsed, and chopped if large', 'weight': 75, 'measure': 'cup', 'quantity': 0.5}, {'food': 'pecorino', 'text': '¼ cup grated pecorino', 'weight': 33, 'measure': 'cup', 'quantity': 0.25}, {'food': 'Kosher salt', 'text': 'Kosher salt and freshly ground pepper', 'weight': 15.372776514, 'measure': None, 'quantity': 0}, {'food': 'pepper', 'text': 'Kosher salt and freshly ground pepper', 'weight': 7.686388257, 'measure': None, 'quantity': 0}, {'food': 'plum tomatoes', 'text': '5 plum tomatoes, peeled, seeded and chopped', 'weight': 310, 'measure': '<unit>', 'quantity': 5}, {'food': 'water', 'text': '6 cups hot water', 'weight': 1419.529419, 'measure': 'cup', 'quantity': 6}, {'food': 'bread', 'text': '4 slices of bread, toasted', 'weight': 116, 'measure': 'slice', 'quantity': 4}, {'food': 'eggs', 'text': '4 eggs', 'weight': 172, 'measure': '<unit>', 'quantity': 4}]","['onion', 'asparagus', 'garlic', 'herbs', 'kale', 'mushrooms', 'pecorino', 'plum tomatoes', 'bread', 'eggs']",1488.32,64.18,159.49,74.77,8.0,https://honestcooking.com/acquacotta-traditional-tuscan-soup-recipe,100
Spinach Rice Gratin recipes,Spinach Rice Gratin Recipes,"[""lunch/dinner""]","[""french""]","[""main course""]","[{'food': 'brown rice', 'text': '2 1/2 cups leftover/pre-cooked brown rice, room temp', 'weight': 475, 'measure': 'cup', 'quantity': 2.5}, {'food': 'spinach', 'text': '1 1/2 cups cups well finely chopped spinach', 'weight': 30, 'measure': 'cup', 'quantity': 1}, {'food': 'tofu', 'text': '4 ounces firm organic tofu, crumbled', 'weight': 113.3980925, 'measure': 'ounce', 'quantity': 4}, {'food': 'black olives', 'text': '10 black olives, chopped', 'weight': 32, 'measure': '<unit>', 'quantity': 10}, {'food': 'red onion', 'text': '1/2 medium red onion, diced', 'weight': 55, 'measure': '<unit>', 'quantity': 0.5}, {'food': 'pine nuts', 'text': '1/3 cup pine nuts or almonds, toasted', 'weight': 45, 'measure': 'cup', 'quantity': 0.3333333333333333}, {'food': 'olive oil', 'text': '2 tablespoons olive oil', 'weight': 27, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'cheese', 'text': '1/2 cup shredded Manchego cheese (or Parm, or Gruyere)', 'weight': 66, 'measure': 'cup', 'quantity': 0.5}, {'food': 'eggs', 'text': '3 large eggs', 'weight': 150, 'measure': '<unit>', 'quantity': 3}, {'food': 'fine grain sea salt', 'text': '1/2 teaspoon fine grain sea salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}]","['brown rice', 'spinach', 'tofu', 'black olives', 'red onion', 'pine nuts', 'cheese', 'eggs', 'fine grain sea salt']",2895.98,87.79,382.54,115.14,10.0,http://www.101cookbooks.com/archives/spinach-rice-gratin-recipe.html,100
Black Bean Minestrone recipes,Black Bean Minestrone Recipes,"[""lunch/dinner""]","[""italian""]","[""soup""]","[{'food': 'extra-virgin olive oil', 'text': '1 tablespoon extra-virgin olive oil', 'weight': 13.5, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'onion', 'text': '½ cup chopped onion', 'weight': 80, 'measure': 'cup', 'quantity': 0.5}, {'food': 'carrots', 'text': '1 cup chopped carrots', 'weight': 128, 'measure': 'cup', 'quantity': 1}, {'food': 'celery', 'text': '2 stalks celery, sliced', 'weight': 80, 'measure': 'stalk', 'quantity': 2}, {'food': 'garlic', 'text': '2 cloves garlic, minced', 'weight': 6, 'measure': 'clove', 'quantity': 2}, {'food': 'Vegetable Broth', 'text': '4 cups water or Vegetable Broth', 'weight': 908, 'measure': 'cup', 'quantity': 4}, {'food': 'black beans', 'text': '1 (15-oz) can black beans, rinsed and drained', 'weight': 425.242846875, 'measure': 'ounce', 'quantity': 15}, {'food': 'frozen green beans', 'text': '1 cup fresh or frozen green beans, cut into 1-inch pieces', 'weight': 121, 'measure': 'cup', 'quantity': 1}, {'food': 'tomatoes', 'text': '1 cup chopped tomatoes, unpeeled, unseeded', 'weight': 149, 'measure': 'cup', 'quantity': 1}, {'food': 'spinach', 'text': '1 cup chopped fresh spinach or ½ cup frozen spinach, thawed', 'weight': 30, 'measure': 'cup', 'quantity': 1}, {'food': 'fresh basil', 'text': '2 tablespoons chopped fresh basil or 1 ½ teaspoons dried basil', 'weight': 5.3, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'dried parsley', 'text': '2 tablespoons chopped fresh parsley or 1 ½ teaspoons dried parsley', 'weight': 3.2, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'salt', 'text': '½ teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'pepper', 'text': '1/8 teaspoon pepper', 'weight': 0.3625, 'measure': 'teaspoon', 'quantity': 0.125}]","['onion', 'carrots', 'celery', 'garlic', 'vegetable broth', 'black beans', 'green beans', 'tomatoes', 'spinach']",704.8,34.31,114.05,16.52,6.0,http://www.ultimatedanielfast.com/day-2-its-chilly-so-make-some-chili-or-soup/,100
"Caramelized Apple, Onion, and Sausage Pasta","Caramelized Apple, Onion, And Sausage Pasta","[""lunch/dinner""]","[""italian""]","[""main course""]","[{'food': 'olive oil', 'text': '1 Tbsp. olive oil', 'weight': 13.5, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'pork sausage', 'text': '1 16-oz. pkg. bulk pork sausage', 'weight': 453.59237, 'measure': 'ounce', 'quantity': 16}, {'food': 'unsalted butter', 'text': '1/4 cup (1/2 stick) unsalted butter', 'weight': 56.75, 'measure': 'cup', 'quantity': 0.25}, {'food': 'red onions', 'text': '6 cups sliced red onions (from 3 onions)', 'weight': 690, 'measure': 'cup', 'quantity': 6}, {'food': 'Granny Smith', 'text': '3 cups 1/4-in. pieces Granny Smith, Golden Delicious, or Honeycrisp apples (from 2 apples)', 'weight': 523.8, 'measure': '<unit>', 'quantity': 3}, {'food': 'kosher salt', 'text': '2 tsp. kosher salt, divided, plus more for cooking pasta', 'weight': 9.70833333382575, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'pasta', 'text': '1 16-oz. pkg. campanelle or penne pasta', 'weight': 453.59237, 'measure': 'ounce', 'quantity': 16}, {'food': 'garlic', 'text': '3 cloves garlic, finely chopped (about 1 Tbsp.)', 'weight': 8.499999999856291, 'measure': 'tablespoon', 'quantity': 1}, {'food': 'fresh thyme', 'text': '2 tsp. finely chopped fresh thyme, plus more for garnish', 'weight': 1.6, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'chicken broth', 'text': '3/4 cup chicken broth', 'weight': 180, 'measure': 'cup', 'quantity': 0.75}, {'food': 'Parmesan cheese', 'text': '1/2 cup finely grated Parmesan cheese, plus more for garnish', 'weight': 74.353125, 'measure': 'cup', 'quantity': 0.5}, {'food': 'apple cider vinegar', 'text': '2 tsp. apple cider vinegar', 'weight': 10, 'measure': 'teaspoon', 'quantity': 2}, {'food': 'black pepper', 'text': '1/2 tsp. freshly ground black pepper', 'weight': 1.15, 'measure': 'teaspoon', 'quantity': 0.5}]","['pork sausage', 'unsalted butter', 'red onions', 'granny smith', 'pasta', 'garlic', 'chicken broth', 'parmesan cheese', 'apple cider vinegar']",4470.75,171.1,491.55,201.4,6.0,https://www.realsimple.com/caramelized-apple-onion-and-sausage-pasta-8714222,100
Spinach Parmesan With Pasta,Spinach Parmesan With Pasta,"[""lunch/dinner""]","[""italian""]","[""main course""]","[{'food': 'butter', 'text': '4 Tbsp butter', 'weight': 56.8, 'measure': 'tablespoon', 'quantity': 4}, {'food': 'pasta', 'text': '2 c cooked penne pasta', 'weight': 210, 'measure': 'cup', 'quantity': 2}, {'food': 'milk', 'text': '2 c milk', 'weight': 488, 'measure': 'cup', 'quantity': 2}, {'food': 'heavy cream', 'text': '1 c heavy cream or half and half', 'weight': 238, 'measure': 'cup', 'quantity': 1}, {'food': 'flour', 'text': '3 Tbsp flour', 'weight': 23.43749999960374, 'measure': 'tablespoon', 'quantity': 3}, {'food': 'onion', 'text': '3/4 c onion, chopped', 'weight': 120, 'measure': 'cup', 'quantity': 0.75}, {'food': 'sun-dried tomatoes', 'text': '1/2 c sun-dried tomatoes, chopped', 'weight': 27, 'measure': 'cup', 'quantity': 0.5}, {'food': 'garlic', 'text': '3 clove garlic, chopped', 'weight': 9, 'measure': 'clove', 'quantity': 3}, {'food': 'salt', 'text': '1/2 tsp salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}, {'food': 'white pepper', 'text': '1/4 tsp white pepper', 'weight': 0.6, 'measure': 'teaspoon', 'quantity': 0.25}, {'food': 'nutmeg', 'text': '· pinch of fresh nutmeg', 'weight': 0.1458333335207194, 'measure': 'pinch', 'quantity': 1}, {'food': 'Parmesan', 'text': '1 1/2 c fresh Parmesan, grated', 'weight': 223.059375, 'measure': 'cup', 'quantity': 1.5}, {'food': 'spinach', 'text': '9 oz frozen spinach, defrosted and drained', 'weight': 255.145708125, 'measure': 'ounce', 'quantity': 9}]","['butter', 'pasta', 'milk', 'heavy cream', 'flour', 'onion', 'sun tomatoes', 'garlic', 'parmesan', 'spinach']",3445.24,145.25,251.15,209.04,6.0,https://www.justapinch.com/recipes/side/vegetable/spinach-parmesan-with-pasta.html,100
Helen's Priceless Pumpkin Pancakes,Helen'S Priceless Pumpkin Pancakes,"[""breakfast""]","[""american""]","[""pancake""]","[{'food': 'buttermilk', 'text': '1.25 cups buttermilk', 'weight': 306.25, 'measure': 'cup', 'quantity': 1.25}, {'food': 'pumpkin puree', 'text': '0.75 cup pumpkin puree', 'weight': 183.75, 'measure': 'cup', 'quantity': 0.75}, {'food': 'eggs', 'text': '4 large eggs, separated', 'weight': 200, 'measure': '<unit>', 'quantity': 4}, {'food': 'white sugar', 'text': '0.25 cup white sugar', 'weight': 50, 'measure': 'cup', 'quantity': 0.25}, {'food': 'vanilla extract', 'text': '0.75 teaspoon vanilla extract', 'weight': 3.15, 'measure': 'teaspoon', 'quantity': 0.75}, {'food': 'unsalted butter', 'text': '0.25 cup unsalted butter, melted', 'weight': 56.75, 'measure': 'cup', 'quantity': 0.25}, {'food': 'cake flour', 'text': '1.3333333730698 cups cake flour', 'weight': 182.6666721105576, 'measure': 'cup', 'quantity': 1.333333373069763}, {'food': 'pumpkin pie spice', 'text': '1.75 teaspoons pumpkin pie spice', 'weight': 2.975, 'measure': 'teaspoon', 'quantity': 1.75}, {'food': 'baking soda', 'text': '1 teaspoon baking soda', 'weight': 4.6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'baking powder', 'text': '1 teaspoon baking powder', 'weight': 4.6, 'measure': 'teaspoon', 'quantity': 1}, {'food': 'salt', 'text': '0.5 teaspoon salt', 'weight': 3, 'measure': 'teaspoon', 'quantity': 0.5}]","['buttermilk', 'pumpkin puree', 'eggs', 'white sugar', 'unsalted butter', 'cake flour', 'pumpkin pie spice', 'baking soda', 'baking powder']",1754.22,53.0,227.06,70.78,4.0,https://www.allrecipes.com/recipe/235536/helens-priceless-pumpkin-pancakes,100
Lemony Roasted Asparagus Soup,Lemony Roasted Asparagus Soup,"[""lunch/dinner""]","[""french""]","[""soup""]","[{'food': 'asparagus', 'text': '2 pounds jumbo asparagus', 'weight': 907.18474, 'measure': 'pound', 'quantity': 2}, {'food': 'onion', 'text': '1 onion, coarsely chopped', 'weight': 125, 'measure': '<unit>', 'quantity': 1}, {'food': 'dry white wine', 'text': '1/2 cup dry white wine', 'weight': 117.6, 'measure': 'cup', 'quantity': 0.5}, {'food': 'unsalted butter', 'text': '2 tablespoons unsalted butter', 'weight': 28.4, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'all-purpose flour', 'text': '2 tablespoons all-purpose flour', 'weight': 15.625, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'egg yolks', 'text': '4 large egg yolks', 'weight': 68, 'measure': '<unit>', 'quantity': 4}, {'food': 'lemon juice', 'text': '1/4 cup fresh lemon juice', 'weight': 61, 'measure': 'cup', 'quantity': 0.25}, {'food': 'Kosher salt', 'text': 'Kosher salt', 'weight': 11.06341266, 'measure': None, 'quantity': 0}, {'food': 'extra-virgin olive oil', 'text': '5 tablespoons extra-virgin olive oil', 'weight': 67.5, 'measure': 'tablespoon', 'quantity': 5}, {'food': 'pepper', 'text': 'Freshly ground pepper', 'weight': 5.53170633, 'measure': None, 'quantity': 0}, {'food': 'oyster mushrooms', 'text': '1 pound oyster mushrooms, torn into small pieces', 'weight': 453.59237, 'measure': 'pound', 'quantity': 1}, {'food': 'dill', 'text': 'Chopped dill and dried oregano, for garnish', 'weight': 18.4390211, 'measure': None, 'quantity': 0}, {'food': 'dried oregano', 'text': 'Chopped dill and dried oregano, for garnish', 'weight': 18.4390211, 'measure': None, 'quantity': 0}]","['asparagus', 'onion', 'dry white wine', 'unsalted butter', 'all purpose flour', 'egg yolks', 'lemon juice', 'oyster mushrooms', 'dill']",1637.81,52.18,113.68,113.1,4.0,https://www.foodandwine.com/recipes/lemony-roasted-asparagus-soup,100
Slow-Cooker Carne Guisada,Slow Cooker Carne Guisada,"[""lunch/dinner""]","[""mexican""]","[""main course""]","[{'food': 'beef chuck roast', 'text': '2 ½ pounds beef chuck roast or bottom round, cut into 1-inch pieces', 'weight': 1133.980925, 'measure': 'pound', 'quantity': 2.5}, {'food': 'Coarse salt', 'text': 'Coarse salt and ground pepper', 'weight': 14.0339954925, 'measure': None, 'quantity': 0}, {'food': 'ground pepper', 'text': 'Coarse salt and ground pepper', 'weight': 7.016997746250001, 'measure': None, 'quantity': 0}, {'food': 'vegetable oil', 'text': '2 tablespoons vegetable oil', 'weight': 28, 'measure': 'tablespoon', 'quantity': 2}, {'food': 'white onion', 'text': '1 medium white onion, diced medium', 'weight': 110, 'measure': '<unit>', 'quantity': 1}, {'food': 'green bell pepper', 'text': '1 medium green bell pepper, seeded and diced medium', 'weight': 119, 'measure': '<unit>', 'quantity': 1}, {'food': 'jalapeno', 'text': '1 large jalapeno, seeded and diced small', 'weight': 13.125, 'measure': '<unit>', 'quantity': 1}, {'food': 'garlic', 'text': '5 garlic cloves, roughly chopped', 'weight': 15, 'measure': 'clove', 'quantity': 5}, {'food': 'cumin', 'text': '1 ½ teaspoons ground cumin', 'weight': 3.15, 'measure': 'teaspoon', 'quantity': 1.5}, {'food': 'chili powder', 'text': '¾ teaspoon chili powder', 'weight': 2.025, 'measure': 'teaspoon', 'quantity': 0.75}, {'food': 'dried oregano', 'text': '¾ teaspoon dried oregano', 'weight': 0.75, 'measure': 'teaspoon', 'quantity': 0.75}, {'food': 'all-purpose flour', 'text': '6 tablespoons all-purpose flour', 'weight': 46.875, 'measure': 'tablespoon', 'quantity': 6}, {'food': 'low-sodium chicken broth', 'text': '1 ¾ cups low-sodium chicken broth', 'weight': 420, 'measure': 'cup', 'quantity': 1.75}, {'food': 'diced tomatoes', 'text': '1 can (14 ounces) diced tomatoes', 'weight': 396.89332375, 'measure': 'ounce', 'quantity': 14}, {'food': 'bay leaves', 'text': '2 bay leaves', 'weight': 1.2, 'measure': '<unit>', 'quantity': 2}, {'food': 'Flour tortillas', 'text': 'Flour tortillas, warmed, grated cheddar, and cilantro, for serving', 'weight': 49, 'measure': 'serving', 'quantity': 1}]","['beef chuck roast', 'coarse salt', 'white onion', 'green bell pepper', 'jalapeno', 'garlic', 'all purpose flour', 'low sodium chicken broth', 'tomatoes', 'flour tortillas']",2337.41,265.72,109.45,97.92,10.0,https://www.marthastewart.com/329032/slow-cooker-carne-guisada,100
